solution|storagebackend|compparam|threadcount|runner|engine|format|indexon|idx|query|status|run1timeNS|run2timeNS|run3timeNS|run3memKB|run1ioKB|run2ioKB|run3ioKB|ressizeKB
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|0|load a partition into memory|success|3322894166|||169787048|0|||
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|-2|sort|success|246885069825|||158913791|0|||
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|-3|index|success|1099239840|||73363224|0|||
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|1|select from quote where time<0D8|success|57750697|58758210|58779292||0|0|0|4063232
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|2|select from trade where seq=0i|success|2832091|2687513|2627422||0|0|0|0
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|3|select from trade where 0i<seq, 0e < price, time within 0D 1D, size < 2147483647e|success|175128988|174986242|175583455||0|0|0|8519680
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|4|select from trade where time within 0D10:00:00 0D10:00:10|success|1457724|1008244|982886||0|0|0|8320
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|5|select from quote where sym = infreqInstr, time within 0D08:30 0D16:30|success|354617|238941|124518||0|0|0|248
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|6|select from quote where sym = freqInstr, time within 0D08:30 0D16:30|success|291345904|291384883|291684135||0|0|0|4063232
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|7|select from quote where time within 0D08:30 0D08:35, sym in fiftyInstrs|success|3109321|3051974|3079946||0|0|0|248
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|8|select from quote where time within 0D08:30 0D08:35, sym in thousandInfreqInstrs|success|3078474|2939844|2938683||0|0|0|248
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|9|select sym, time, price, size, stop, cond, ex from trade where source = "N"|success|36704920|36104993|36285086||0|0|0|1900544
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|10|select time, mid: (bid + ask) %2 from quote where sym = infreqInstr|success|92370|44667|40601||0|0|0|64
