solution|storagebackend|compparam|threadcount|runner|engine|format|indexon|idx|query|status|run1timeNS|run2timeNS|run3timeNS|run3memKB|run1ioKB|run2ioKB|run3ioKB|ressizeKB
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|0|load a partition into memory|success|144004938927|||164351007|56546408|||
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|-1|transform|success|0|||0|0|||
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|-2|sort|success|272976180867|||158913791|0|||
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|-3|index|success|13750289471|||66236246|0|||
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|1|select from quote where time<0D8|success|539282489|541424862|542797510|4429186|0|0|0|4325376
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|2|select from trade where seq=0i|success|32843737|32619001|31606657|67109|0|0|0|0
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|3|select from trade where 0i<seq, 0e < price, time within 0D 1D, size < 2147483647e|success|1690612667|1694527934|1693932435|5972690|0|0|0|5308416
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|4|select from trade where time within 0D10:00:00 0D10:00:10|success|1702903|1671620|1226656|5833|0|0|0|5184
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|5|select from quote where sym = infreqInstr, time within 0D08:30 0D16:30|success|316052|213833|164238|152|0|0|0|132
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|6|select from quote where sym = freqInstr, time within 0D08:30 0D16:30|success|4529008058|4528752182|4531455538|4966057|0|0|0|4325376
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|7|select from quote where time within 0D08:30 0D08:35, sym in fiftyInstrs|success|13237721|11721915|9446075|52429|0|0|0|528
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|8|select from quote where time within 0D08:30 0D08:35, sym in thousandInfreqInstrs|success|9360614|9649820|9020596|52429|0|0|0|528
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|9|select sym, time, price, size, stop, cond, ex from trade where source = "N"|success|382913350|380835055|381791146|1644168|0|0|0|1343488
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|10|select time, mid: (bid + ask) %2 from quote where sym = infreqInstr|success|105987|71017|58287|115|0|0|0|64
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|11|select time, mid: (bid + ask) %2 from quote where sym = freqInstr|success|1057531846|1057002506|1056502596|1879049|0|0|0|1048576
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|12|select time, mid: (bid + ask) %2 from select from quote where sym = infreqInstr|success|436419|339104|261022|353|0|0|0|64
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|13|select time, mid: (bid + ask) %2 from select from quote where sym = freqInstr|success|4527548914|4527646772|4528386671|5771363|0|0|0|1048576
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|14|`mid xdesc select time, mid: (bid + ask) %2 from quote where sym = infreqInstr|success|375846|303272|287139|198|0|0|0|64
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|15|`mid xdesc select time, mid: (bid + ask) %2 from quote where sym = freqInstr|success|2610978017|2604829152|2609049106|3221227|0|0|0|1048576
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|16|select sym, time, bid, ask, bsize, asize, cond, ex from quote where sym = infreqInstr|success|162417|116485|90848|140|0|0|0|136
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|17|select sym, time, bid, ask, bsize, asize, cond, ex from quote where sym = freqInstr|success|1857875785|1856101824|1855583323|2281702|0|0|0|2228224
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|18|select sym, time, bid, ask, bsize, asize, cond, ex from quote where sym in fiftyInstrs, 2000i<bsize+asize|success|1254037932|1257813081|1257278254|1342178|0|0|0|278528
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|19|select sym, time, bid, ask, bsize, asize, cond, ex from quote where 2000i<bsize+asize, sym in thousandInfreqInstrs|success|4570962185|4572881654|4572615122|13421774|0|0|0|17408
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|20|select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize from quote where sym = infreqInstr|success|162924|91986|83806|132|0|0|0|0
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|21|select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize from quote where sym = freqInstr|success|2140020557|2139347831|2135726189|2147485|0|0|0|0
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|22|select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize by 10 xbar time.minute, ex from quote where sym = infreqInstr|success|334604|198045|175128|187|0|0|0|10
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|23|select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize by 10 xbar time.minute, ex from quote where sym = freqInstr|success|3963738818|3961573720|3962641946|3019901|0|0|0|34
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|24|.pvt.pivot select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize by 10 xbar time.minute, ex from quote where sym = infreqInstr|success|377210|287423|265706|187|0|0|0|10
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|25|.pvt.pivot select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize by 10 xbar time.minute, ex from quote where sym = freqInstr|success|3934801578|3940053403|3940155565|3019901|0|0|0|18
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|26|.pvt.pivot select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize by 10 xbar time.minute, sym from quote where sym in fiftyInstrs|success|2585719218|2589910842|2589052747|2013269|0|0|0|46
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|27|.pvt.pivot select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize by 10 xbar time.minute, sym from quote where sym in thousandInfreqInstrs|success|4353489197|3960956596|3963602997|19327362|0|0|0|996
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|28|fills .pvt.pivot select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize by 10 xbar time.minute, sym from quote where sym in fiftyInstrs|success|2578987734|2582957146|2577591375|2013269|0|0|0|46
KDB-X|memory|0_0_0|1|KDB-X|q-sql||sym|29|fills .pvt.pivot select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize by 10 xbar time.minute, sym from quote where sym in thousandInfreqInstrs|success|3908608364|3629155240|3630323793|19327363|0|0|0|996
