solution|storagebackend|compparam|threadcount|runner|engine|format|indexon|idx|query|status|run1timeNS|run2timeNS|run3timeNS|run3memKB|run1ioKB|run2ioKB|run3ioKB|ressizeKB
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|0|load a partition into memory|success|64654959296||||0|||
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|-1|transform|success|97238324684||||0|||
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|-2|sort|success|71288411713||||0|||
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|-3|index|success|104963871590||||0|||
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|1|SELECT * FROM quote WHERE time < $1 + INTERVAL '8 hours'|success|1108250892|803598696|737094536||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|2|SELECT * FROM trade WHERE seq=0|success|1214746|772368|783074||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|3|SELECT * FROM trade WHERE 0 < seq AND 0 < price AND time BETWEEN '-infinity'::TIMESTAMP AND 'infinity'::TIMESTAMP AND size < 2147483647|success|837903512|822855054|855207781||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|4|SELECT * FROM trade WHERE time BETWEEN $1 + INTERVAL '10 hours' AND $1 + INTERVAL '10 hours 10 seconds'|success|171042896|25479396|163137145||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|5|SELECT * FROM quote WHERE sym = $1 AND time BETWEEN $2 + INTERVAL '8 hours 30 minutes' AND $2 + INTERVAL '16 hours 30 minutes'|success|611440010|675142535|601974482||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|6|SELECT * FROM quote WHERE sym = $1 AND time BETWEEN $2 + INTERVAL '8 hours 30 minutes' AND $2 + INTERVAL '16 hours 30 minutes'|success|13251065667|12204503085|12788152476||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|7|SELECT * FROM quote WHERE sym IN $1 AND time BETWEEN $2 + INTERVAL '8 hours 30 minutes' AND $2 + INTERVAL '8 hours 35 minutes'|success|47810372|26697778|28923001||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|8|SELECT * FROM quote WHERE sym IN $1 AND time BETWEEN $2 + INTERVAL '8 hours 30 minutes' AND $2 + INTERVAL '8 hours 35 minutes'|success|69641032|64082229|92487348||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|9|SELECT sym, time, price, size, stop, cond, ex FROM trade WHERE source = 'N'|success|992636002|3267576116|691744953||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|10|SELECT time, (bid + ask) / 2 AS mid FROM quote WHERE sym = $1|success|405576337|464237221|406597742||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|11|SELECT time, (bid + ask) / 2 AS mid FROM quote WHERE sym = $1|success|1741723267|1697199163|1965587480||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|12|SELECT time, (bid + ask) / 2 AS mid FROM (SELECT * FROM quote WHERE sym = $1)|success|454510258|401105109|409956869||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|13|SELECT time, (bid + ask) / 2 AS mid FROM (SELECT * FROM quote WHERE sym = $1)|success|2812465279|1745355739|2011024465||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|14|SELECT time, (bid + ask) / 2 AS mid FROM quote WHERE sym = $1 ORDER BY mid DESC, rowid ASC|success|446235280|401278721|358852958||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|15|SELECT time, (bid + ask) / 2 AS mid FROM quote WHERE sym = $1 ORDER BY mid DESC, rowid ASC|success|1187294748|2169507164|2156082692||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|16|SELECT sym, time, bid, ask, bsize, asize, cond, ex FROM quote WHERE sym = $1|success|456696343|480003044|468409379||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|17|SELECT sym, time, bid, ask, bsize, asize, cond, ex FROM quote WHERE sym = $1|success|5501898166|4224275705|4278359982||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|18|SELECT sym, time, bid, ask, bsize, asize, cond, ex FROM quote WHERE sym IN $1 AND 2000<bsize+asize|success|5551339925|5513417970|5101570904||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|19|SELECT sym, time, bid, ask, bsize, asize, cond, ex FROM quote WHERE sym IN $1 AND 2000<bsize+asize|success|53851108398|53938009331|53994199540||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|20|SELECT AVG((bsize * bid + asize * ask) / (bsize + asize)) AS avgLiqWMid FROM quote WHERE sym = $1|success|420485705|531168679|371835553||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|21|SELECT AVG((bsize * bid + asize * ask) / (bsize + asize)) AS avgLiqWMid FROM quote WHERE sym = $1|success|730429630|773622723|884204444||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|22|SELECT * RENAME bucket AS minute FROM (SELECT time_bucket(INTERVAL '10 minutes', time)::TIME AS bucket, ex, AVG((bsize * bid + asize * ask) / (bsize + asize)) AS avgLiqWMid FROM quote WHERE sym = $1 GROUP BY bucket, ex ORDER by bucket, ex)|success|374617949|436849761|390173124||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|23|SELECT * RENAME bucket AS minute FROM (SELECT time_bucket(INTERVAL '10 minutes', time)::TIME AS bucket, ex, AVG((bsize * bid + asize * ask) / (bsize + asize)) AS avgLiqWMid FROM quote WHERE sym = $1 GROUP BY bucket, ex ORDER by bucket, ex)|success|1352224042|1366407824|1317639183||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|24|WITH filtered AS (SELECT time_bucket(INTERVAL '10 minutes', time)::TIME AS minute, ex, (bsize * bid + asize * ask) / (bsize + asize) AS liqWMid FROM quote WHERE sym = $1) PIVOT filtered ON ex USING AVG(liqWMid) AS avgLiqWMid GROUP BY time|error||||||||
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|25|WITH filtered AS (SELECT time_bucket(INTERVAL '10 minutes', time)::TIME AS minute, ex, (bsize * bid + asize * ask) / (bsize + asize) AS liqWMid FROM quote WHERE sym = $1) PIVOT filtered ON ex USING AVG(liqWMid) AS avgLiqWMid GROUP BY time|error||||||||
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|26|WITH filtered AS (SELECT time_bucket(INTERVAL '10 minutes', time)::TIME AS minute, sym, (bsize * bid + asize * ask) / (bsize + asize) AS liqWMid FROM quote WHERE sym IN $1) PIVOT filtered ON sym USING AVG(liqWMid) AS avgLiqWMid GROUP BY time|error||||||||
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|27|WITH filtered AS (SELECT time_bucket(INTERVAL '10 minutes', time)::TIME AS minute, sym, (bsize * bid + asize * ask) / (bsize + asize) AS liqWMid FROM quote WHERE sym IN $1) PIVOT filtered ON sym USING AVG(liqWMid) AS avgLiqWMid GROUP BY time|error||||||||
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|28|WITH filtered AS (SELECT time_bucket(INTERVAL '10 minutes', time)::TIME AS minute, sym, (bsize * bid + asize * ask) / (bsize + asize) AS liqWMid FROM quote WHERE sym IN $1) SELECT time, LAST_VALUE(COLUMNS(* EXCLUDE time) IGNORE NULLS) OVER (ORDER BY time ROWS BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW) FROM (PIVOT filtered ON sym USING AVG(liqWMid) AS avgLiqWMid GROUP BY time) ORDER BY time|error||||||||
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|29|WITH filtered AS (SELECT time_bucket(INTERVAL '10 minutes', time)::TIME AS minute, sym, (bsize * bid + asize * ask) / (bsize + asize) AS liqWMid FROM quote WHERE sym IN $1) SELECT time, LAST_VALUE(COLUMNS(* EXCLUDE time) IGNORE NULLS) OVER (ORDER BY time ROWS BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW) FROM (PIVOT filtered ON sym USING AVG(liqWMid) AS avgLiqWMid GROUP BY time) ORDER BY time|error||||||||
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|30|SELECT * RENAME bucket AS minute FROM (SELECT time_bucket(INTERVAL '10 minutes', time)::TIME AS bucket, AVG(ask - bid) AS avgSpread FROM quote WHERE sym = $1 GROUP BY bucket) ORDER BY bucket|success|997026340|405179508|433058982||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|31|SELECT * RENAME bucket AS minute FROM (SELECT time_bucket(INTERVAL '10 minutes', time)::TIME AS bucket, AVG(ask - bid) AS avgSpread FROM quote WHERE sym = $1 GROUP BY bucket) ORDER BY bucket|success|715001178|901259925|1059468760||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|32|SELECT * RENAME bucket AS minute FROM (SELECT sym, time_bucket(INTERVAL '10 minutes', time)::TIME AS bucket, AVG(ask - bid) AS avgSpread FROM quote WHERE sym IN $1 GROUP BY sym, bucket ORDER by sym, bucket)|success|3294072448|3785153108|3025109512||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|33|SELECT * RENAME bucket AS minute FROM (SELECT sym, time_bucket(INTERVAL '10 minutes', time)::TIME AS bucket, AVG(ask - bid) AS avgSpread FROM quote WHERE sym IN $1 GROUP BY sym, bucket ORDER by sym, bucket)|success|51248093522|51246326393|51139602563||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|34|SELECT weighted_avg(ask - bid, asize + bsize) AS avgWeightedSpread FROM quote WHERE sym=$1|success|364604593|387449275|378480969||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|35|SELECT weighted_avg(ask - bid, asize + bsize) AS avgWeightedSpread FROM quote WHERE sym=$1|success|819464319|829480420|846463823||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|36|SELECT weighted_avg(ask - bid, asize + bsize) AS avgWeightedSpread, STDDEV_POP(ask - bid) AS devSpread, MAX(ask - bid) AS maxSpread, MIN(ask - bid) AS minSpread FROM quote WHERE time::TIME BETWEEN '08:30' AND '08:35'|success|935963324|1054489684|945724139||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|37|SELECT COALESCE(e.name, '') AS ex, weighted_avg(ask - bid, asize + bsize) AS avgWeightedSpread, STDDEV_POP(ask - bid) AS devSpread, MAX(ask - bid) AS maxSpread, MIN(ask - bid) AS minSpread FROM quote q LEFT JOIN exnames e ON q.ex = e.ex WHERE q.sym = $1 GROUP BY e.name ORDER BY ex|success|377607879|369607035|388016022||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|38|SELECT COALESCE(e.name, '') AS ex, weighted_avg(ask - bid, asize + bsize) AS avgWeightedSpread, STDDEV_POP(ask - bid) AS devSpread, MAX(ask - bid) AS maxSpread, MIN(ask - bid) AS minSpread FROM quote q LEFT JOIN exnames e ON q.ex = e.ex WHERE q.sym = $1 GROUP BY e.name ORDER BY ex|success|1577167657|1800638326|1367213832||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|39|SELECT exname AS ex, weighted_avg(spread, sizes) AS avgWeightedSpread, STDDEV_POP(spread) AS devSpread, MAX(spread) AS maxSpread, MIN(spread) AS minSpread FROM (SELECT COALESCE(e.name, '') AS exname, ask - bid AS spread, asize + bsize AS sizes FROM quote q LEFT JOIN exnames e ON q.ex = e.ex WHERE q.sym = $1) GROUP BY exname ORDER BY ex|success|378819430|370305290|404462103||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|40|SELECT exname AS ex, weighted_avg(spread, sizes) AS avgWeightedSpread, STDDEV_POP(spread) AS devSpread, MAX(spread) AS maxSpread, MIN(spread) AS minSpread FROM (SELECT COALESCE(e.name, '') AS exname, ask - bid AS spread, asize + bsize AS sizes FROM quote q LEFT JOIN exnames e ON q.ex = e.ex WHERE q.sym = $1) GROUP BY exname ORDER BY ex|success|1571091362|1629094723|1512078576||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|41|SELECT q.sym, COALESCE(e.name, '') AS ex, weighted_avg(ask - bid, asize + bsize) AS avgWeightedSpread, STDDEV_POP(ask - bid) AS devSpread, MAX(ask - bid) AS maxSpread, MIN(ask - bid) AS minSpread FROM quote q LEFT JOIN exnames e ON q.ex = e.ex WHERE q.sym IN $1 GROUP BY q.sym, e.name ORDER BY q.sym, ex|success|3811390349|3758817428|3703493558||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|42|SELECT q.sym, COALESCE(e.name, '') AS ex, weighted_avg(ask - bid, asize + bsize) AS avgWeightedSpread, STDDEV_POP(ask - bid) AS devSpread, MAX(ask - bid) AS maxSpread, MIN(ask - bid) AS minSpread FROM quote q LEFT JOIN exnames e ON q.ex = e.ex WHERE q.sym IN $1 GROUP BY q.sym, e.name ORDER BY q.sym, ex|success|51855445884|51697153662|51837900052||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|43|SELECT COALESCE(e.name, '') AS ex, weighted_avg(ask - bid, asize + bsize) AS avgWeightedSpread, STDDEV_POP(ask - bid) AS devSpread, MAX(ask - bid) AS maxSpread, MIN(ask - bid) AS minSpread FROM quote q LEFT JOIN exnames e ON q.ex = e.ex WHERE shortSaleRestrictionIndicator = '0' GROUP BY e.name ORDER BY ex|success|2947762698|3246539192|2927659574||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|44|SELECT sym, ex FROM trade WHERE size>700000 GROUP BY sym, ex ORDER BY MIN(rowid)|success|4850677|4559086|886502240||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|45|SELECT sym, weighted_avg(bid, bsize) AS weightedBidPrice, weighted_avg(ask, asize) AS weightedOfferPrice FROM quote WHERE sym IN $1 GROUP BY sym|success|3092734943|3693668144|3625374616||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|46|SELECT sym, weighted_avg(bid, bsize) AS weightedBidPrice, weighted_avg(ask, asize) AS weightedOfferPrice FROM quote WHERE sym IN $1 GROUP BY sym|success|51370558475|51278117480|51251348066||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|47|SELECT time, AVG(price) OVER (ORDER BY time ROWS BETWEEN 19 PRECEDING AND CURRENT ROW) AS price FROM trade WHERE sym = $1|success|355963435|10612934|351247852||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|48|SELECT time, AVG(price) OVER (ORDER BY time ROWS BETWEEN 19 PRECEDING AND CURRENT ROW) AS price FROM trade WHERE sym = $1|success|766355114|754179375|420402402||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|49|SELECT sym, time, AVG((bsize * bid + asize * ask) / (bsize + asize)) OVER (PARTITION BY sym ORDER BY rowid ROWS BETWEEN 4 PRECEDING AND CURRENT ROW) AS movingLiqWMid, AVG(asize + bsize) OVER (PARTITION BY sym ORDER BY rowid ROWS BETWEEN 4 PRECEDING AND CURRENT ROW) AS movingsize FROM quote WHERE sym IN $1 ORDER BY sym, rowid|success|4016431066|4162283176|4058113850||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|50|SELECT sym, time, AVG((bsize * bid + asize * ask) / (bsize + asize)) OVER (PARTITION BY sym ORDER BY rowid ROWS BETWEEN 4 PRECEDING AND CURRENT ROW) AS movingLiqWMid, AVG(asize + bsize) OVER (PARTITION BY sym ORDER BY rowid ROWS BETWEEN 4 PRECEDING AND CURRENT ROW) AS movingsize FROM quote WHERE sym IN $1 ORDER BY sym, rowid|success|51909074277|52426232992|52413529636||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|51|SELECT time, SUM(size) OVER (ORDER BY time ROWS BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW) AS size FROM trade WHERE sym = $1|success|12744488|352357871|10517820||0|0|0|
